수집시각,주차장코드,주차장명,총주차면,현재주차대수,잔여면수,점유율,최종업데이트
2026-05-02 05:01:43,A15,신선3동,84,30,54,35.7,2026-05-02 05:00:00
2026-05-02 05:01:43,A16,영선대로 지하 공영,122,51,71,41.8,2026-05-02 05:00:00
2026-05-02 05:01:43,A17,동백사거리,36,14,22,38.9,2026-05-02 05:00:00
2026-05-02 05:01:43,A18,중동이마트 옆,78,60,18,76.9,2026-05-02 05:00:00
2026-05-02 05:01:43,A19,부산대역(남측),224,26,198,11.6,2026-05-02 05:00:00
2026-05-02 05:01:43,A20,부산대역(북측),249,22,227,8.8,2026-05-02 05:00:00
2026-05-02 05:01:43,A21,화명역,37,19,18,51.4,2026-05-02 05:00:00
2026-05-02 05:01:43,A22,학장천 복개,270,170,100,63.0,2026-05-02 05:00:00
2026-05-02 05:01:43,A23,수변공원,102,32,70,31.4,2026-05-02 05:00:00
2026-05-02 05:01:43,A24,중동역,167,47,120,28.1,2026-05-02 05:00:00
2026-05-02 05:01:43,A25,미포공영,97,52,45,53.6,2026-05-02 05:00:00
2026-05-02 05:01:43,A26,온천장역(남측),247,105,142,42.5,2026-05-02 05:00:00
2026-05-02 05:01:43,A27,구서역,272,73,199,26.8,2026-05-02 05:00:00
2026-05-02 05:01:43,A28,중앙공원,101,61,40,60.4,2026-05-02 05:00:00
2026-05-02 05:01:43,A29,장전역,190,50,140,26.3,2026-05-02 05:00:00
2026-05-02 05:01:43,A30,사상역 광장,0,-90,90,0.0,2026-05-02 05:00:00
2026-05-02 05:01:43,A32,남산역,210,96,114,45.7,2026-05-02 05:00:00
2026-05-02 05:01:43,A33,하단역,151,64,87,42.4,2026-05-02 05:00:00
2026-05-02 05:01:43,A34,명륜역,185,91,94,49.2,2026-05-02 05:00:00
2026-05-02 05:01:43,A35,동래역,400,79,321,19.8,2026-05-02 05:00:00
2026-05-02 05:01:43,A36,해운대광장,164,136,28,82.9,2026-05-02 05:00:00
2026-05-02 05:01:43,A37,롯데 광복점 뒤(2),22,6,16,27.3,2026-05-02 05:00:00
2026-05-02 05:01:43,A40,반여2배수지,111,59,52,53.2,2026-05-02 05:00:00
2026-05-02 05:01:43,A41,요트경기장 앞 1구역,231,32,199,13.9,2026-05-02 05:00:00
2026-05-02 05:01:43,A42,삼락천로,124,44,80,35.5,2026-05-02 05:00:00
2026-05-02 05:01:43,A43,부전복개도로1,20,10,10,50.0,2026-05-02 05:00:00
2026-05-02 05:01:43,A44,부전복개도로2,23,6,17,26.1,2026-05-02 05:00:00
2026-05-02 05:01:43,A45,적십자회관,31,0,31,0.0,2026-05-02 05:00:00
2026-05-02 05:01:43,A48,대연고가밑,46,7,39,15.2,2026-05-02 05:00:00
2026-05-02 05:01:43,A49,골드테마거리,16,2,14,12.5,2026-05-02 05:00:00
2026-05-02 05:01:43,A50,요트경기장 앞 2구역,68,16,52,23.5,2026-05-02 05:00:00
2026-05-02 05:01:43,A432,수안동주차빌딩,60,10,50,16.7,2026-05-02 05:00:00
2026-05-02 05:01:43,A433,구남역,122,52,70,42.6,2026-05-02 05:00:00
2026-05-02 05:01:43,A434,만덕2동사앞복개,73,30,43,41.1,2026-05-02 05:00:00
2026-05-02 06:12:38,A01,"반송1, 3동 공영",152,119,33,78.3,2026-05-02 06:10:00
2026-05-02 06:12:38,A02,삼락재첩거리,126,55,71,43.7,2026-05-02 06:10:00
2026-05-02 06:12:38,A03,수변어린이공원,149,62,87,41.6,2026-05-02 06:10:00
2026-05-02 06:12:38,A04,장산역 1번,87,31,56,35.6,2026-05-02 06:10:00
2026-05-02 06:12:38,A05,장산역 2번,104,14,90,13.5,2026-05-02 06:10:00
2026-05-02 06:12:38,A06,좌1동,68,25,43,36.8,2026-05-02 06:10:00
2026-05-02 06:12:38,A07,노포역,390,223,167,57.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A09,두산위브 뒤,45,34,11,75.6,2026-05-02 06:10:00
2026-05-02 06:12:38,A10,대우1차아파트 앞,76,9,67,11.8,2026-05-02 06:10:00
2026-05-02 06:12:38,A11,부산기계공고 후문,78,58,20,74.4,2026-05-02 06:10:00
2026-05-02 06:12:38,A12,해운대 센텀시티,83,12,71,14.5,2026-05-02 06:10:00
2026-05-02 06:12:38,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A14,동대신동,24,24,0,100.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A15,신선3동,84,28,56,33.3,2026-05-02 06:10:00
2026-05-02 06:12:38,A16,영선대로 지하 공영,122,49,73,40.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A17,동백사거리,36,14,22,38.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A18,중동이마트 옆,78,67,11,85.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A19,부산대역(남측),224,29,195,12.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A20,부산대역(북측),249,22,227,8.8,2026-05-02 06:10:00
2026-05-02 06:12:38,A21,화명역,37,19,18,51.4,2026-05-02 06:10:00
2026-05-02 06:12:38,A22,학장천 복개,270,170,100,63.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A23,수변공원,102,33,69,32.4,2026-05-02 06:10:00
2026-05-02 06:12:38,A24,중동역,167,47,120,28.1,2026-05-02 06:10:00
2026-05-02 06:12:38,A25,미포공영,97,54,43,55.7,2026-05-02 06:10:00
2026-05-02 06:12:38,A26,온천장역(남측),247,111,136,44.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A27,구서역,272,74,198,27.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A28,중앙공원,101,61,40,60.4,2026-05-02 06:10:00
2026-05-02 06:12:38,A29,장전역,190,46,144,24.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A30,사상역 광장,0,-90,90,0.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A32,남산역,210,96,114,45.7,2026-05-02 06:10:00
2026-05-02 06:12:38,A33,하단역,151,66,85,43.7,2026-05-02 06:10:00
2026-05-02 06:12:38,A34,명륜역,185,91,94,49.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A35,동래역,400,126,274,31.5,2026-05-02 06:10:00
2026-05-02 06:12:38,A36,해운대광장,164,146,18,89.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A37,롯데 광복점 뒤(2),22,6,16,27.3,2026-05-02 06:10:00
2026-05-02 06:12:38,A40,반여2배수지,111,56,55,50.5,2026-05-02 06:10:00
2026-05-02 06:12:38,A41,요트경기장 앞 1구역,231,46,185,19.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A42,삼락천로,124,45,79,36.3,2026-05-02 06:10:00
2026-05-02 06:12:38,A43,부전복개도로1,20,10,10,50.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A44,부전복개도로2,23,6,17,26.1,2026-05-02 06:10:00
2026-05-02 06:12:38,A45,적십자회관,31,0,31,0.0,2026-05-02 06:10:00
2026-05-02 06:12:38,A48,대연고가밑,46,7,39,15.2,2026-05-02 06:10:00
2026-05-02 06:12:38,A49,골드테마거리,16,2,14,12.5,2026-05-02 06:10:00
2026-05-02 06:12:38,A50,요트경기장 앞 2구역,68,19,49,27.9,2026-05-02 06:10:00
2026-05-02 06:12:38,A432,수안동주차빌딩,60,10,50,16.7,2026-05-02 06:10:00
2026-05-02 06:12:38,A433,구남역,122,51,71,41.8,2026-05-02 06:10:00
2026-05-02 06:12:38,A434,만덕2동사앞복개,73,30,43,41.1,2026-05-02 06:10:00
2026-05-02 07:10:50,A01,"반송1, 3동 공영",152,119,33,78.3,2026-05-02 07:10:01
2026-05-02 07:10:50,A02,삼락재첩거리,126,55,71,43.7,2026-05-02 07:10:01
2026-05-02 07:10:50,A03,수변어린이공원,149,75,74,50.3,2026-05-02 07:10:01
2026-05-02 07:10:50,A04,장산역 1번,87,34,53,39.1,2026-05-02 07:10:01
2026-05-02 07:10:50,A05,장산역 2번,104,24,80,23.1,2026-05-02 07:10:01
2026-05-02 07:10:50,A06,좌1동,68,23,45,33.8,2026-05-02 07:10:01
2026-05-02 07:10:50,A07,노포역,390,264,126,67.7,2026-05-02 07:10:01
2026-05-02 07:10:50,A09,두산위브 뒤,45,35,10,77.8,2026-05-02 07:10:01
2026-05-02 07:10:50,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 07:10:01
2026-05-02 07:10:50,A11,부산기계공고 후문,78,57,21,73.1,2026-05-02 07:10:01
2026-05-02 07:10:50,A12,해운대 센텀시티,83,17,66,20.5,2026-05-02 07:10:01
2026-05-02 07:10:50,A13,반여도서관 앞,312,212,100,67.9,2026-05-02 07:10:01
2026-05-02 07:10:50,A14,동대신동,24,24,0,100.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A15,신선3동,84,29,55,34.5,2026-05-02 07:10:01
2026-05-02 07:10:50,A16,영선대로 지하 공영,122,53,69,43.4,2026-05-02 07:10:01
2026-05-02 07:10:50,A17,동백사거리,36,18,18,50.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A18,중동이마트 옆,78,71,7,91.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A19,부산대역(남측),224,29,195,12.9,2026-05-02 07:10:01
2026-05-02 07:10:50,A20,부산대역(북측),249,23,226,9.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A21,화명역,37,20,17,54.1,2026-05-02 07:10:01
2026-05-02 07:10:50,A22,학장천 복개,270,170,100,63.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A23,수변공원,102,43,59,42.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A24,중동역,167,46,121,27.5,2026-05-02 07:10:01
2026-05-02 07:10:50,A25,미포공영,97,61,36,62.9,2026-05-02 07:10:01
2026-05-02 07:10:50,A26,온천장역(남측),247,112,135,45.3,2026-05-02 07:10:01
2026-05-02 07:10:50,A27,구서역,272,85,187,31.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A28,중앙공원,101,63,38,62.4,2026-05-02 07:10:01
2026-05-02 07:10:50,A29,장전역,190,52,138,27.4,2026-05-02 07:10:01
2026-05-02 07:10:50,A30,사상역 광장,0,-90,90,0.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A32,남산역,210,96,114,45.7,2026-05-02 07:10:01
2026-05-02 07:10:50,A33,하단역,151,72,79,47.7,2026-05-02 07:10:01
2026-05-02 07:10:50,A34,명륜역,185,91,94,49.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A35,동래역,400,209,191,52.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A36,해운대광장,164,164,0,100.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A37,롯데 광복점 뒤(2),22,6,16,27.3,2026-05-02 07:10:01
2026-05-02 07:10:50,A40,반여2배수지,111,54,57,48.6,2026-05-02 07:10:01
2026-05-02 07:10:50,A41,요트경기장 앞 1구역,231,43,188,18.6,2026-05-02 07:10:01
2026-05-02 07:10:50,A42,삼락천로,124,45,79,36.3,2026-05-02 07:10:01
2026-05-02 07:10:50,A43,부전복개도로1,20,10,10,50.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A44,부전복개도로2,23,6,17,26.1,2026-05-02 07:10:01
2026-05-02 07:10:50,A45,적십자회관,31,0,31,0.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A48,대연고가밑,46,7,39,15.2,2026-05-02 07:10:01
2026-05-02 07:10:50,A49,골드테마거리,16,2,14,12.5,2026-05-02 07:10:01
2026-05-02 07:10:50,A50,요트경기장 앞 2구역,68,19,49,27.9,2026-05-02 07:10:01
2026-05-02 07:10:50,A432,수안동주차빌딩,60,10,50,16.7,2026-05-02 07:10:01
2026-05-02 07:10:50,A433,구남역,122,50,72,41.0,2026-05-02 07:10:01
2026-05-02 07:10:50,A434,만덕2동사앞복개,73,31,42,42.5,2026-05-02 07:10:01
2026-05-02 08:13:45,A01,"반송1, 3동 공영",152,115,37,75.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A02,삼락재첩거리,126,55,71,43.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A03,수변어린이공원,149,74,75,49.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A04,장산역 1번,87,38,49,43.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A05,장산역 2번,104,34,70,32.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A06,좌1동,68,27,41,39.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A07,노포역,390,334,56,85.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A09,두산위브 뒤,45,38,7,84.4,2026-05-02 08:10:00
2026-05-02 08:13:45,A10,대우1차아파트 앞,76,11,65,14.5,2026-05-02 08:10:00
2026-05-02 08:13:45,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A12,해운대 센텀시티,83,21,62,25.3,2026-05-02 08:10:00
2026-05-02 08:13:45,A13,반여도서관 앞,312,167,145,53.5,2026-05-02 08:10:00
2026-05-02 08:13:45,A14,동대신동,24,24,0,100.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A15,신선3동,84,27,57,32.1,2026-05-02 08:10:00
2026-05-02 08:13:45,A16,영선대로 지하 공영,122,74,48,60.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A17,동백사거리,36,16,20,44.4,2026-05-02 08:10:00
2026-05-02 08:13:45,A18,중동이마트 옆,78,78,0,100.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A19,부산대역(남측),224,34,190,15.2,2026-05-02 08:10:00
2026-05-02 08:13:45,A20,부산대역(북측),249,28,221,11.2,2026-05-02 08:10:00
2026-05-02 08:13:45,A21,화명역,37,24,13,64.9,2026-05-02 08:10:00
2026-05-02 08:13:45,A22,학장천 복개,270,170,100,63.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A23,수변공원,102,54,48,52.9,2026-05-02 08:10:00
2026-05-02 08:13:45,A24,중동역,167,51,116,30.5,2026-05-02 08:10:00
2026-05-02 08:13:45,A25,미포공영,97,61,36,62.9,2026-05-02 08:10:00
2026-05-02 08:13:45,A26,온천장역(남측),247,137,110,55.5,2026-05-02 08:10:00
2026-05-02 08:13:45,A27,구서역,272,83,189,30.5,2026-05-02 08:10:00
2026-05-02 08:13:45,A28,중앙공원,101,60,41,59.4,2026-05-02 08:10:00
2026-05-02 08:13:45,A29,장전역,190,62,128,32.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A30,사상역 광장,0,-90,90,0.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A32,남산역,210,96,114,45.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A33,하단역,151,95,56,62.9,2026-05-02 08:10:00
2026-05-02 08:13:45,A34,명륜역,185,91,94,49.2,2026-05-02 08:10:00
2026-05-02 08:13:45,A35,동래역,400,256,144,64.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A36,해운대광장,164,164,0,100.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A37,롯데 광복점 뒤(2),22,3,19,13.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A40,반여2배수지,111,54,57,48.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A41,요트경기장 앞 1구역,231,43,188,18.6,2026-05-02 08:10:00
2026-05-02 08:13:45,A42,삼락천로,124,46,78,37.1,2026-05-02 08:10:00
2026-05-02 08:13:45,A43,부전복개도로1,20,10,10,50.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A44,부전복개도로2,23,6,17,26.1,2026-05-02 08:10:00
2026-05-02 08:13:45,A45,적십자회관,31,0,31,0.0,2026-05-02 08:10:00
2026-05-02 08:13:45,A48,대연고가밑,46,7,39,15.2,2026-05-02 08:10:00
2026-05-02 08:13:45,A49,골드테마거리,16,1,15,6.2,2026-05-02 08:10:00
2026-05-02 08:13:45,A50,요트경기장 앞 2구역,68,20,48,29.4,2026-05-02 08:10:00
2026-05-02 08:13:45,A432,수안동주차빌딩,60,10,50,16.7,2026-05-02 08:10:00
2026-05-02 08:13:45,A433,구남역,122,48,74,39.3,2026-05-02 08:10:00
2026-05-02 08:13:45,A434,만덕2동사앞복개,73,31,42,42.5,2026-05-02 08:10:00
2026-05-02 09:11:04,A01,"반송1, 3동 공영",152,116,36,76.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A02,삼락재첩거리,126,56,70,44.4,2026-05-02 09:10:00
2026-05-02 09:11:04,A03,수변어린이공원,149,78,71,52.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A04,장산역 1번,87,46,41,52.9,2026-05-02 09:10:00
2026-05-02 09:11:04,A05,장산역 2번,104,51,53,49.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A06,좌1동,68,38,30,55.9,2026-05-02 09:10:00
2026-05-02 09:11:04,A07,노포역,390,390,0,100.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A09,두산위브 뒤,45,37,8,82.2,2026-05-02 09:10:00
2026-05-02 09:11:04,A10,대우1차아파트 앞,76,22,54,28.9,2026-05-02 09:10:00
2026-05-02 09:11:04,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 09:10:00
2026-05-02 09:11:04,A12,해운대 센텀시티,83,80,3,96.4,2026-05-02 09:10:00
2026-05-02 09:11:04,A13,반여도서관 앞,312,156,156,50.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A14,동대신동,24,24,0,100.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A15,신선3동,84,33,51,39.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A16,영선대로 지하 공영,122,99,23,81.1,2026-05-02 09:10:00
2026-05-02 09:11:04,A17,동백사거리,36,21,15,58.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A18,중동이마트 옆,78,79,-1,101.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A19,부산대역(남측),224,44,180,19.6,2026-05-02 09:10:00
2026-05-02 09:11:04,A20,부산대역(북측),249,36,213,14.5,2026-05-02 09:10:00
2026-05-02 09:11:04,A21,화명역,37,32,5,86.5,2026-05-02 09:10:00
2026-05-02 09:11:04,A22,학장천 복개,270,180,90,66.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A23,수변공원,102,65,37,63.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A24,중동역,167,69,98,41.3,2026-05-02 09:10:00
2026-05-02 09:11:04,A25,미포공영,97,81,16,83.5,2026-05-02 09:10:00
2026-05-02 09:11:04,A26,온천장역(남측),247,179,68,72.5,2026-05-02 09:10:00
2026-05-02 09:11:04,A27,구서역,272,123,149,45.2,2026-05-02 09:10:00
2026-05-02 09:11:04,A28,중앙공원,101,64,37,63.4,2026-05-02 09:10:00
2026-05-02 09:11:04,A29,장전역,190,84,106,44.2,2026-05-02 09:10:00
2026-05-02 09:11:04,A30,사상역 광장,0,-90,90,0.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A32,남산역,210,96,114,45.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A33,하단역,151,134,17,88.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A34,명륜역,185,91,94,49.2,2026-05-02 09:10:00
2026-05-02 09:11:04,A35,동래역,400,275,125,68.8,2026-05-02 09:10:00
2026-05-02 09:11:04,A36,해운대광장,164,164,0,100.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A37,롯데 광복점 뒤(2),22,5,17,22.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A40,반여2배수지,111,52,59,46.8,2026-05-02 09:10:00
2026-05-02 09:11:04,A41,요트경기장 앞 1구역,231,43,188,18.6,2026-05-02 09:10:00
2026-05-02 09:11:04,A42,삼락천로,124,48,76,38.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A43,부전복개도로1,20,6,14,30.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A44,부전복개도로2,23,11,12,47.8,2026-05-02 09:10:00
2026-05-02 09:11:04,A45,적십자회관,31,0,31,0.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A48,대연고가밑,46,12,34,26.1,2026-05-02 09:10:00
2026-05-02 09:11:04,A49,골드테마거리,16,7,9,43.8,2026-05-02 09:10:00
2026-05-02 09:11:04,A50,요트경기장 앞 2구역,68,17,51,25.0,2026-05-02 09:10:00
2026-05-02 09:11:04,A432,수안동주차빌딩,60,16,44,26.7,2026-05-02 09:10:00
2026-05-02 09:11:04,A433,구남역,122,45,77,36.9,2026-05-02 09:10:00
2026-05-02 09:11:04,A434,만덕2동사앞복개,73,40,33,54.8,2026-05-02 09:10:00
2026-05-02 12:57:52,A01,"반송1, 3동 공영",152,52,100,34.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A02,삼락재첩거리,126,58,68,46.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A03,수변어린이공원,149,149,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A04,장산역 1번,87,72,15,82.8,2026-05-02 12:55:00
2026-05-02 12:57:52,A05,장산역 2번,104,101,3,97.1,2026-05-02 12:55:00
2026-05-02 12:57:52,A06,좌1동,68,53,15,77.9,2026-05-02 12:55:00
2026-05-02 12:57:52,A07,노포역,390,390,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A09,두산위브 뒤,45,44,1,97.8,2026-05-02 12:55:00
2026-05-02 12:57:52,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 12:55:00
2026-05-02 12:57:52,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 12:55:00
2026-05-02 12:57:52,A12,해운대 센텀시티,83,31,52,37.3,2026-05-02 12:55:00
2026-05-02 12:57:52,A13,반여도서관 앞,312,156,156,50.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A14,동대신동,24,24,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A15,신선3동,84,78,6,92.9,2026-05-02 12:55:00
2026-05-02 12:57:52,A16,영선대로 지하 공영,122,111,11,91.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A17,동백사거리,36,31,5,86.1,2026-05-02 12:55:00
2026-05-02 12:57:52,A18,중동이마트 옆,78,78,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A19,부산대역(남측),224,211,13,94.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A20,부산대역(북측),249,209,40,83.9,2026-05-02 12:55:00
2026-05-02 12:57:52,A21,화명역,37,33,4,89.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A22,학장천 복개,270,189,81,70.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A23,수변공원,102,101,1,99.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A24,중동역,167,95,72,56.9,2026-05-02 12:55:00
2026-05-02 12:57:52,A25,미포공영,97,97,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A26,온천장역(남측),247,226,21,91.5,2026-05-02 12:55:00
2026-05-02 12:57:52,A27,구서역,272,181,91,66.5,2026-05-02 12:55:00
2026-05-02 12:57:52,A28,중앙공원,101,71,30,70.3,2026-05-02 12:55:00
2026-05-02 12:57:52,A29,장전역,190,105,85,55.3,2026-05-02 12:55:00
2026-05-02 12:57:52,A30,사상역 광장,0,-90,90,0.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A32,남산역,210,121,89,57.6,2026-05-02 12:55:00
2026-05-02 12:57:52,A33,하단역,151,147,4,97.4,2026-05-02 12:55:00
2026-05-02 12:57:52,A34,명륜역,185,91,94,49.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A35,동래역,400,353,47,88.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A36,해운대광장,164,164,0,100.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A37,롯데 광복점 뒤(2),22,15,7,68.2,2026-05-02 12:55:00
2026-05-02 12:57:52,A40,반여2배수지,111,50,61,45.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A41,요트경기장 앞 1구역,231,43,188,18.6,2026-05-02 12:55:00
2026-05-02 12:57:52,A42,삼락천로,124,42,82,33.9,2026-05-02 12:55:00
2026-05-02 12:57:52,A43,부전복개도로1,20,17,3,85.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A44,부전복개도로2,23,19,4,82.6,2026-05-02 12:55:00
2026-05-02 12:57:52,A45,적십자회관,31,0,31,0.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A48,대연고가밑,46,6,40,13.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A49,골드테마거리,16,14,2,87.5,2026-05-02 12:55:00
2026-05-02 12:57:52,A50,요트경기장 앞 2구역,68,33,35,48.5,2026-05-02 12:55:00
2026-05-02 12:57:52,A432,수안동주차빌딩,60,21,39,35.0,2026-05-02 12:55:00
2026-05-02 12:57:52,A433,구남역,122,59,63,48.4,2026-05-02 12:55:00
2026-05-02 12:57:52,A434,만덕2동사앞복개,73,47,26,64.4,2026-05-02 12:55:00
2026-05-02 15:07:47,A01,"반송1, 3동 공영",152,52,100,34.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A02,삼락재첩거리,126,58,68,46.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A03,수변어린이공원,149,149,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A04,장산역 1번,87,83,4,95.4,2026-05-02 15:05:01
2026-05-02 15:07:47,A05,장산역 2번,104,100,4,96.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A06,좌1동,68,59,9,86.8,2026-05-02 15:05:01
2026-05-02 15:07:47,A07,노포역,390,390,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A09,두산위브 뒤,45,37,8,82.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A10,대우1차아파트 앞,76,2,74,2.6,2026-05-02 15:05:01
2026-05-02 15:07:47,A11,부산기계공고 후문,78,73,5,93.6,2026-05-02 15:05:01
2026-05-02 15:07:47,A12,해운대 센텀시티,83,28,55,33.7,2026-05-02 15:05:01
2026-05-02 15:07:47,A13,반여도서관 앞,312,165,147,52.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A14,동대신동,24,24,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A15,신선3동,84,79,5,94.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A16,영선대로 지하 공영,122,98,24,80.3,2026-05-02 15:05:01
2026-05-02 15:07:47,A17,동백사거리,36,33,3,91.7,2026-05-02 15:05:01
2026-05-02 15:07:47,A18,중동이마트 옆,78,70,8,89.7,2026-05-02 15:05:01
2026-05-02 15:07:47,A19,부산대역(남측),224,224,0,100.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A20,부산대역(북측),249,246,3,98.8,2026-05-02 15:05:01
2026-05-02 15:07:47,A21,화명역,37,33,4,89.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A22,학장천 복개,270,140,130,51.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A23,수변공원,102,101,1,99.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A24,중동역,167,80,87,47.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A25,미포공영,97,98,-1,101.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A26,온천장역(남측),247,201,46,81.4,2026-05-02 15:05:01
2026-05-02 15:07:47,A27,구서역,272,152,120,55.9,2026-05-02 15:05:01
2026-05-02 15:07:47,A28,중앙공원,101,77,24,76.2,2026-05-02 15:05:01
2026-05-02 15:07:47,A29,장전역,190,102,88,53.7,2026-05-02 15:05:01
2026-05-02 15:07:47,A30,사상역 광장,0,-90,90,0.0,2026-05-02 15:05:01
2026-05-02 15:07:47,A32,남산역,210,96,114,45.7,2026-05-02 15:05:01
2026-05-02 15:07:47,A33,하단역,151,133,18,88.1,2026-05-02 15:05:01
2026-05-02 15:07:47,A34,명륜역,185,97,88,52.4,2026-05-02 15:05:01
